FOODID;FOODNAME;LANG
32381;SPAGETTIKASTIKEJAUHE, KASTIKEAINEKSET, KNORR;FI
32385;RAEJUUSTO, RASVAA 1,5 %;FI
32386;ATERIAKASTIKE, TIKKA MASALA, UNCLE BEN'S, VALMISKASTIKE;FI
32403;DIPPIKASTIKEJAUHE, SISÄLTÄÄ MAITOA, KASTIKEAINEKSET;FI
32404;DIPPIKASTIKEJAUHE, MAIDOTON, KASTIKEAINEKSET;FI
32407;MEETVURSTI, ULTRAKEVYT, RASVAA 9 %;FI
32409;KOKOLIHALEIKKELE, KORPPUKINKKU, RASVAA 3 %;FI
32411;KASVIRASVALEVITE KEVYT 14%, KEIJU RUOHOSIPULI/VALKOSIPULI;FI
32416;MARJAJUOMA, PROVIVA, KESKIARVO, PROBIOOTTEJA;FI
32417;HEDELMÄJUOMA, MANGO, PROVIVA, PROBIOOTTEJA;FI
32418;HAPATETTU KAURAVALMISTE, MARJA-HEDELMÄ, YOSA, KESKIARVO, PROBIOOTTEJA;FI
32422;VÄLIPALAJUOMA, TEHOJUOMA, HEDELMÄ, GEFILUS, C- JA D-VITAMIINIA, PROBIOOTTEJA;FI
32423;VÄLIPALAJUOMA, TEHOJUOMA, HEDELMÄINEN, RAINBOW, PROBIOOTTEJA;FI
32424;VÄLIPALAJUOMA, TEHOJUOMA, MARJAINEN, RAINBOW, PROBIOOTTEJA;FI
32425;JOGURTTI, VATSAYSTÄVÄLLINEN JOGURTTI, RAINBOW, 2,7 %, PROBIOOTTEJA;FI
32426;JOGURTTI, VATSAYSTÄVÄLLINEN VILJA-OMENAJOGURTTI, RAINBOW, 2,7 %, PROBIOOTTEJA;FI
32431;KASVIÖLJYVALMISTE, JUOKSEVA, 80%, SUNNUNTAI, RYPSIÖLJY;FI
32437;KASVIRASVALEVITE 30%, KEIJU DELI OLIIVI;FI
32449;VÄLIPALAPATUKKA, JOGURTTINEN MYSLIPATUKKA;FI
32450;VÄLIPALAPATUKKA, TÄYSJYVÄVILJAINEN MYSLIPATUKKA, NATUREL;FI
32451;VÄLIPALAPATUKKA, MARJAISA MYSLIPATUKKA;FI
32452;VÄLIPALAPATUKKA, HEDELMÄINEN MYSLIPATUKKA;FI
32455;VERIGREIPPI, KUORITTU;FI
32456;LATVA-ARTISOKKA;FI
32464;PÄHKINÄ, PARAPÄHKINÄ;FI
32478;ATERIAKASTIKE, HAPANIMELÄ, SWEET & SOUR, UNCLE BEN'S, VALMISKASTIKE;FI
32480;SALAATINKASTIKE, KARTANON, SAARIOINEN, RYPSIÖLJYPOHJAINEN, RASVAA 39 %;FI
32482;SALAATINKASTIKE, TALON-, FELIX, RYPSIÖLJYPOHJAINEN, RASVAA 20 %;FI
32483;SALAATINKASTIKE, KREIKKALAINEN-, FELIX, RYPSIÖLJYPOHJAINEN, RASVAA 25 %;FI
32485;SALAATINKASTIKE, HUNAJA-SINAPPI, FELIX, RYPSIÖLJYPOHJAINEN, RASVAA 36 %;FI
32502;MAKEINEN, DUMLE, FAZER, MAITOSUKLAALLA KUORRUTETTU TOFFEE;FI
32503;MAKEINEN, MAITOSUKLAARAE, M&M'S/AMERIKAN PASTILLI;FI
32509;SUKLAA, SUKLAAPATUKKA, TWIX, KEKSIÄ JA TOFFEETA;FI
32540;GLÖGIJUOMA, ALKOHOLITON;FI
32541;RAHKA, MAITORAHKA, MAUSTETTU, RASVAA 7 %, VALIO;FI
32553;KASVIÖLJYVALMISTE, JUOKSEVA, 80 %, TUOTEKESKIARVO;FI
32562;HAPATETTU KAURAVALMISTE, MAUSTAMATON, YOSA NATURELL, D-VITAMIINIA, PROBIOOTTEJA;FI
32567;JUUSTO, OLTERMANNI RYPSI, RASVAA 24 %, RYPSIÖLJY;FI
32568;RASVASEOSLEVITE 75%, D-VITAMIINIA 10 UG;FI
32570;NELJÄNVILJANHIUTALE, RIIHIKOSKEN VEHNÄMYLLY;FI
32592;PIIMÄ, KIRNUPIIMÄ, RASVAA 0,3 %, D-VIT 0,5 UG;FI
32593;PIIMÄ, RASVATON, D-VIT 0,5 UG;FI
32594;PIIMÄ, RASVATON, VL, D-VIT 0,5 UG;FI
32595;PIIMÄ, RASVATON, LAKTOOSITON, D-VIT 0,5 UG;FI
32596;JOGURTTI, MAUSTETTU, RASVATON, KEINOTEKOISESTI MAKEUTETTU, D-VIT 1 UG;FI
32597;JOGURTTI, MAUSTETTU, RASVATON, LAKTOOSITON, KEINOTEKOISESTI MAKEUTETTU,D-VIT 1UG;FI
32598;JOGURTTI, MAUSTAMATON, RASVATON;FI
32599;JOGURTTI, MAUSTETTU, RASVAA 2 %, D-VIT 1 UG;FI
32600;JOGURTTI, JUOTAVA, DANONINO DRINK, RASVAA 1,6 %, D-VITAMIINIA 0,9 UG;FI
32602;RAAKAMAKKARA, GRILLIWURST CHORIZO, SAARIOINEN;FI
32619;ATERIANKORVIKE, SHAKE, VALMISJUOMA, NATURDIET;FI
32622;ATERIANKORVIKE, SMOOTHIE, VALMISJUOMA, NATURDIET;FI
32623;ATERIANKORVIKE, DRINKMIX, JUOMAJAUHE, NATURDIET;FI
32625;ATERIANKORVIKE, SUKLAAPATUKKA, NATURDIET;FI
32626;ATERIANKORVIKE, KARAMELLIPATUKKA, NATURDIET;FI
32627;ATERIANKORVIKE, TUMMASUKLAAPATUKKA, NATURDIET;FI
32628;ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE, EASY DIET;FI
32630;ATERIANKORVIKE, KEITTOJAUHE, PARSA/KALA/KANA/SIENI, EASY DIET;FI
32632;ATERIANKORVIKE, KEITTOJAUHE, TOMAATTI/TEXMEX/THAI, EASY DIET;FI
32634;ATERIANKORVIKE, KEITTOJAUHE, PURJO-CURRY/KANA/PERUNA-VIHANNES, NUTRIFAST;FI
32636;ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE, NUTRIFAST;FI
32638;ATERIANKORVIKE, PIRTELÖ, JUOMAJAUHE, ALLEVO;FI
32640;ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE, ALLEVO;FI
32642;ATERIANKORVIKE, KEITTOJAUHE, PERUNA/PURJO, ALLEVO;FI
32644;ATERIANKORVIKE, KEITTOJAUHE, PARSAKAALI/BASILIKA/COUSCOUS, ALLEVO;FI
32646;ATERIANKORVIKE, LOW CALORIE JUOMA, ALLEVO;FI
32647;ATERIANKORVIKE, LOW CALORIE PATUKKA, ALLEVO;FI
32648;ATERIANKORVIKE, KEITTOJAUHE, NUTRILETT;FI
32650;ATERIANKORVIKE, HUNGER CONTROL, VALMISJUOMA, NUTRILETT;FI
32651;ATERIANKORVIKE, PIRTELÖ, JUOMAJAUHE, NUTRILETT;FI
32653;ATERIANKORVIKE, HOT AND COLD MOCCA, JUOMAJAUHE, NUTRILETT;FI
32655;ATERIANKORVIKE, HUNGER CONTROL, PATUKKA, NUTRILETT;FI
32656;ATERIANKORVIKE, PATUKKA, TUOTEKESKIARVO;FI
32657;ATERIANKORVIKE, KEITTOJAUHE, TUOTEKESKIARVO;FI
32659;ATERIANKORVIKE, PIRTELÖ, JUOMAJAUHE, TUOTEKESKIARVO;FI
32661;ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE, TUOTEKESKIARVO;FI
32664;RASVASEOSLEVITE 75%, OIVARIINI, NORMAALISUOLAINEN, VL;FI
32665;RASVASEOSLEVITE 75%, OIVARIINI, VÄHEMMÄN SUOLAA, VL;FI
32666;RASVASEOSLEVITE 75%, OIVARIINI, VOIMAKASSUOLAINEN, VL;FI
32667;ATERIANKORVIKE, PROTEIINIJUOMAJAUHE, GNLD;FI
32668;RASVASEOSLEVITE 75%, OIVARIINI, PEHMEÄSTI LEVITTYVÄ, VL;FI
32669;RASVASEOS 60%, OIVARIINI, VÄHÄRASVAISEMPI, VL;FI
32670;RASVASEOSLEVITE 75%, OIVARIINI, LAKTOOSITON;FI
32671;RASVASEOSLEVITE 43%, INGMARIINI, VL;FI
32672;RASVASEOSLEVITE 82%, INGMARIINI MERISUOLA, VL;FI
32673;RASVASEOSLEVITE 75%, INGMARIINI, NORMAALISUOLAINEN, VL;FI
32675;ATERIANKORVIKE, PROTEIINIJUOMAJAUHE, NUTRISHAKE, GNLD;FI
32676;RASVASEOS 60%, INGMARIINI, VÄHÄRASVAISEMPI, VL;FI
32678;FEMISOIJA;FI
32679;FEMISOIJA PLUS;FI
32680;BERRYSOIJA;FI
32681;CHOCOSOIJA;FI
32694;JAUHELIHA, KEVYT, SIKA-NAUTA, VÄHÄRASVAINEN, RASVAA 7 %;FI
32695;MAKEINEN, MARIANNE, FAZER, PIPARMINTTUSUKLAAKARAMELLI;FI
32699;MAKEINEN, SUFFELI PUFFI SNACKS, FAZER, ERITTÄIN VÄHÄGLUTEENINEN;FI
32700;VÄLIPALAPATUKKA, SUKLAINEN MYSLIPATUKKA;FI
32701;JÄÄTELÖ, PEHMYTJÄÄTELÖ, EI VOHVELIA;FI
32702;JÄÄTELÖ, SOIJAJÄÄTELÖ, TOFULINE, VANILJA;FI
32703;SUKLAA-PÄHKINÄLEVITE;FI
32704;JAUHELIHA, NAUDANPAISTI, RASVAA 9 %;FI
32705;JÄÄTELÖ, KASVIRASVAJÄÄTELÖ;FI
32708;KERMAVAAHTO, VAAHDOTETTU KERMAVAAHTOVALMISTE, TEOLLINEN;FI
32709;MARGARIINI, TALOUSMARGARIINI 80 %, KESKIARVO, LEIVONTAAN JA RUOANLAITTOON;FI
32710;RUOANVALMISTUSKERMA, KASVIRASVAKERMA, RASVAA 4 %, VL;FI
32712;JOGURTTI, JUOTAVA, KIDIUS MANSIKKAINEN, VL, MAKEUTETTU FRUKTOOSILLA;FI
32716;RUOANVALMISTUSKERMA, KASVIRASVAKERMA, RASVAA 5 %, VL;FI
32721;RUOANVALMISTUSKERMA, KASVIRASVAKERMA, RASVAA 7 %, VL;FI
32722;RAAKAMAKKARA, RYPSIPORSAS KABANOSSI, KESKIARVO, HK;FI
32724;RAAKAMAKKARA, CHORIZO, KOTITEKOINEN;FI
32731;NUUDELI, TÄYSJYVÄVEHNÄ;FI
32733;KINDER YLLÄTYSMUNA;FI
32734;SOIJAJUOMA, SOIJAMAITO, ALPRO KALSIUMSOIJAJUOMA, KALSIUMIA JA VITAMIINEJA;FI
32735;JOGURTTI, MAUSTAMATON, A+, RASVAA 2,5 %, VL, D-VIT 1 UG;FI
32737;PIIMÄ, AB-PIIMÄ, RASVAA 2,5 %, D-VIT 1 UG, PROBIOOTTEJA;FI
32739;SIIDERIJUOMA, PEAR, ALKOHOLITON SIIDERI, 0,02 TIL% ALKOHOLIA, RAINBOW;FI
32740;OLUT, ALKOHOLITON OLUT, NIKOLAI, 0,0 TIL% ALKOHOLIA, SINEBRYCHOFF;FI
32744;LUUMUMARMELADI, LUUMUHILLO;FI
32745;ENERGIAJUOMA, VITAMINOITU, OSITTAIN KEINOTEKOISESTI MAKEUTETTU;FI
32746;ENERGIAJUOMA, VITAMINOITU, KEINOTEKOISESTI MAKEUTETTU;FI
32758;SOIJAJUOMA, SOIJAMAITO, ALPRO LUOMU;FI
32770;KIVENNÄISVESI, NOVELLE PLUS, SINKKIÄ JA E-VITAMIINIA, FRUKTOOSIA, HARTWALL;FI
32771;KIVENNÄISVESI, NOVELLE PLUS, KALSIUMIA, HARTWALL;FI
32772;KIVENNÄISVESI, NOVELLE PLUS, C-VITAMIINIA JA MAGNESIUMIA, HARTWALL;FI
32773;KIVENNÄISVESI, NOVELLE FRISS, KESKIARVO, FRUKTOOSIA, HARTWALL;FI
32774;KAURAJUOMA, NALLE SUKLAAKAURAJUOMA, LISÄTTY KALSIUMIA JA D-VITAMIINIA;FI
32778;LEIKKELEMAKKARA, LAUANTAIMAKKARA, KESKIARVO, RASVAA 18 %;FI
32779;LEIKKELEMAKKARA, LAUANTAIMAKKARA, MAITOPROTEIINIA, RASVAA 19 %;FI
32780;LEIKKELEMAKKARA, LAUANTAIMAKKARA, SOIJAPROTEIINIA, RASVAA 19 %;FI
32783;KAURAJUOMA, RAINBOW, LISÄTTY KALSIUMIA JA VITAMIINEJA;FI
32784;LEIKKELEMAKKARA, LAUANTAIMAKKARA, KEVYT, KESKIARVO, RASVAA 10 %;FI
32786;LEIKKELEMAKKARA, LAUANTAIMAKKARA, RASVAA 17%, TUOTEKESKIARVO;FI
32787;RIISIJUOMA, RICE DREAM SUKLAA, LISÄTTY KALSIUMIA;FI
32790;RIISIJUOMA, RICE DREAM HASSELPÄHKINÄ-MANTELI;FI
32795;GRILLIMAKKARA, ULTRAKEVYT, MAIDOTON, RASVAA 7 %;FI
32796;GRILLIMAKKARA, SOIJAPROTEIINIA, KESKIARVO;FI
32800;JÄÄTELÖ, RIISIJÄÄTELÖ, R-ICE VANILJA-SUKLAATUUTTI, GLUTEENITON, INGMAN;FI
32802;JÄÄTELÖ, RIISIJÄÄTELÖ, R-ICE VANILJA, INGMAN;FI
32804;JÄÄTELÖ, KEVYT, VANILJA-MANSIKKA, INGMAN, KEINOTEKOISESTI MAKEUTETTU;FI
32885;KAURAJUOMA, KEIJU MAUSTAMATON, LISÄTTY KALSIUMIA JA D-VITAMIINIA;FI
32887;RIISIJUOMA, KEIJU, LISÄTTY KALSIUMIA JA D-VITAMIINIA;FI
32892;HEDELMÄJUOMA, HYVÄÄ PÄIVÄÄ, KARPALO, OSITTAIN KEINOTEKOISESTI MAKEUTETTU;FI
32893;HEDELMÄJUOMA, HYVÄÄ PÄIVÄÄ, SITRUS, OSITTAIN KEINOTEK. MAKEUTETTU,  VITAMINOITU;FI
32894;HEDELMÄJUOMA, HYVÄÄ PÄIVÄÄ, FRUKTOOSI, VITAMINOITU;FI
32895;PÄHKINÄ, AUSTRALIANPÄHKINÄ, MACADAMIAPÄHKINÄ;FI
32897;ENERGIAJUOMA, ENERGIAVESI, TEHO, OLVI, VITAMINOITU;FI
32925;JUUSTO, VUOHENJUUSTO, CHÈVRE, RASVAA 30%, VUOHENMAITO;FI
32931;JUUSTO, VUOHENJUUSTO, CHÈVRE, RASVAA 30%, PAISTETTU;FI
33020;MAUSTEKASTIKE, SWEET CHILI SAUCE, MAKEA CHILIKASTIKE;FI
33021;MAUSTETAHNA, CURRYTAHNA, MIETO / TIKKA;FI
33022;MAUSTETAHNA, INKIVÄÄRITAHNA;FI
33023;INKIVÄÄRI, JUURAKKO, RAAKA;FI
33024;INKIVÄÄRI, SÄILÖTTY;FI
33038;SHARON, KAKI, PERSIMON;FI
33042;JOGURTTI, MAUSTAMATON, A+, RASVAA 4 %, LAKTOOSITON, D-VIT 1 UG;FI
33047;RUOANVALMISTUSKERMA, KASVIRASVAKERMA, RASVAA 13 %, VL;FI
33048;RUOANVALMISTUSKERMA, KASVIRASVAKERMA, RASVAA 7 %;FI
33049;RUOANVALMISTUSKERMA, KASVIRASVAKERMA, RASVAA 4 %;FI
33060;PAPAIJA, KUIVATTU;FI
33065;MANGO, KUIVATTU;FI
33067;ERIKOISHEDELMÄ, EKSOOTTINEN, KESKIARVO, MANGO/PAPAIJA, KUIVATTU;FI
33070;VIIKUNA, KUIVATTU;FI
33077;ANANAS, KUIVATTU;FI
33091;AVOKADOÖLJY;FI
33095;PÄHKINÄ, PEKAANIPÄHKINÄ;FI
33097;GRILLIMAKKARA, BRATWURSTI;FI
33102;PÄHKINÄ, HUNAJAPAAHDETTU MAAPÄHKINÄ;FI
33103;JOGURTTI, MAUSTETTU, VALIO OLO, RASVAA 2,7 %, VL, D-VIT 1 UG, PROBIOOTTEJA;FI
33104;JOGURTTI, VALIO OLO VALKOINEN, RASVAA 2,7 %, VL, D-VIT 1 UG, PROBIOOTTEJA;FI
33105;SUOLARINKELI, KOVA;FI
33106;JOGURTTI, INTIALAINEN JOGURTTIJUOMA, MANGOLASSI;FI
33108;SUOLARINKELI, PEHMEÄ;FI
33111;TÄYSMAITO, RASVAA 3 %, LAKTOOSITON, D-VITAMIINIA 1 UG;FI
33113;MEHU, MEHUJUOMA, MEHUKATTI PILLIJUOMA, TÄYDENNETTY;FI
33116;JUUSTO, SALAATTIJUUSTO, RASVAA 2-5 %, LEHMÄNMAITO, SUOLALIEMESSÄ;FI
33117;PIIMÄ, RASVATON, VALIO PLUS, VL, D-VIT 2 UG;FI
33118;JUUSTO, SALAATTIJUUSTO, RASVAA 6-8 %, LEHMÄNMAITO, SUOLALIEMESSÄ;FI
33119;JUUSTO, SALAATTIJUUSTO, RASVAA 9-11 %, LEHMÄNMAITO, SUOLALIEMESSÄ;FI
33120;JUUSTO, SALAATTIJUUSTO, LEHMÄNMAITO, ÖLJYSSÄ;FI
33121;HAMPUNSIEMEN, KOKONAINEN;FI
33122;SOIJAJUOMA, SOIJAMAITO, ALPRO MAUSTAMATON, KALSIUMIA JA VITAMIINEJA;FI
33124;SOIJAJUOMA, SOIJAMAITO, RAINBOW, KALSIUMIA JA VITAMIINEJA;FI
33125;SOIJAJUOMA, SOIJAMAITO, PIRKKA LUOMU MAUSTAMATON, KALSIUMIA;FI
33128;PÄHKINÄ, CHILIPÄHKINÄ;FI
33129;JOGURTTI, LOHKEAVA LUONNONJOGURTTI, RASVAA 5,5 %, LAKTOOSITON;FI
33130;PÄHKINÄ, CASHEWPÄHKINÄ, SUOLATTU;FI
33131;PÄHKINÄ, PISTAASIPÄHKINÄ, SUOLATTU;FI
33132;SOIJAJUOMA, SOIJAMAITO, GOGREEN MAUSTAMATON, KALSIUMIA;FI
33133;SOIJAJUOMA, SOIJAMAITO, GOGREEN ORIGINAL, KALSIUMIA;FI
33134;SOIJAJUOMA, PIRKKA LUOMU SUKLAANMAKUINEN, KALSIUMIA;FI
33135;SOIJAJUOMA, SOIJAMAITO, RAINBOW LUOMU;FI
33136;SOIJAJUOMA, SOIJAMAITO, KEIJU, KALSIUMIA JA D-VITAMIINIA;FI
33137;SOIJAJUOMA, ALPRO KEVYT SUKLAAJUOMA, KALSIUMIA JA VITAMIINEJA;FI
33138;SOIJAJUOMA, ALPRO SUKLAA, KALSIUMIA JA VITAMIINEJA;FI
33139;SOIJAJUOMA, SOIJAMAITO, SOYWELL SOYA DRINK, LIDL, KALSIUMIA JA VITAMIINEJA;FI
33141;JOGURTTI, KERROSJOGURTTI, VALIO, RASVAA 2 %, VL, D-VITAMIINIA 0,9 UG;FI
33142;JOGURTTI, MAUSTETTU, RASVATON, LAKTOOSITON, D-VIT 1 UG;FI
33147;RAHKA, MARJA-HEDELMÄ, DANONINO, RASVAA 2,9 %, D-VITAMIINIA 1,25 UG;FI
33150;JOGURTTI, LOHKEAVA, MAUSTETTU, RASVAA 4,6 %, LAKTOOSITON;FI
33151;MERISUOLA, JODIOIMATON;FI
33154;KALA, TUORESUOLATTU;FI
33158;VÄLIPALAPATUKKA, SUKLAA-MUROPATUKKA, KELLOGG´S SPECIAL K CHOCOLATE, TÄYDENNETTY;FI
33159;VÄLIPALAPATUKKA, MUROPATUKKA, KELLOGG´S RICE KRISPIES CEREAL & MILK, TÄYDENNETTY;FI
33160;KAURAJUOMA, ELOVENA VÄLIPALAJUOMA AURINKOINEN, 2,9 % RASVAA;FI
33161;KAURAJUOMA, ELOVENA VÄLIPALAJUOMA METSÄMARJA, 0,5% RASVAA;FI
33162;JOGURTTI, MAUSTAMATON, RASVAA 2,5 %;FI
33163;KAURAJUOMA, ELOVENA VÄLIPALAJUOMA HEDELMÄINEN, 0,5% RASVAA;FI
33164;TÄYSMAITO, RASVAA 3,5 %, VL, EI LISÄTTY D-VITAMIINIA;FI
33168;JUUSTO, POLAR 10 % RASVAA, VALIO, D-VITAMIINIA 5 UG;FI
33169;KAURAJUOMA, NALLE VANILJAKAURAJUOMA, LISÄTTY KALSIUMIA JA D-VITAMIINIA;FI
33170;PANGASIUS, HAIMONNI, FILEE, TUONTIKALA;FI
33171;HOKI, HOKIKALA, TUONTIKALA;FI
33172;JOGURTTI, MAUSTETTU, BULGARIAN, HUNAJA, RASVAA 3,1 %, VL, D-VIT 1 UG;FI
33174;JAUHELIHA, KEVYT, SIKA-NAUTA, VÄHÄRASVAINEN, RASVAA 10 %;FI
33178;RASVASEOS 60%;FI
33179;RAHKA, MAITORAHKA, MAUSTAMATON, RASVAA 0,3 %, LAKTOOSITON;FI
33189;RAHKA, MAUSTETTU, RASVAA 7 %, MAKEA, LAKTOOSITON, VALIO;FI
33190;RAHKA, MAUSTETTU, RASVAA 8,5 %, VL, VALKOSUKLAA-LIME, VALIO;FI
33192;RAHKA, MAUSTETTU, SUOLAINEN, RASVAA 7 %, LAKTOOSITON;FI
33197;JOGURTTI, MAUSTETTU, RASVATON, VL, D-VIT 0,5 UG, OSITTAIN KEINOTEK. MAKEUTETTU;FI
33198;JOGURTTI, MAUSTETTU, RASVATON, KEINOTEKOISESTI MAKEUTETTU;FI
33200;VIILI, MAUSTETTU, RASVAA 1 %, LAKTOOSITON;FI
33201;VIILI, MAUSTAMATON, RASVAA 1 %, LAKTOOSITON;FI
33211;TILAPIA, TUONTIKALA;FI
33221;JOGURTTI, MAUSTETTU, RASVAA 1 %, LAKTOOSITON;FI
33226;JOGURTTI, MAUSTETTU, RASVATON, VL, A-, E- JA D-VITAMIINEJA, KUITUA;FI
33236;MUKSU OMENA-TÄYSJYVÄPUUROJAUHE 8 KK;FI
33237;JOGURTTI, MAUSTETTU, LUONTO+, RASVAA 3 %, LISÄAINEETON;FI
33245;JOGURTTI, MAUSTAMATON, LUONTO+, RASVATON, VL, D-VIT 1 UG, KUITUA, PROBIOOTTEJA;FI
33250;JOGURTTI, MAUSTETTU, YOGGI YANGSTER, RASVAA 3 %;FI
33251;TILAPIA, UUNISSA PAISTETTU;FI
33255;MUKSU TÄYSJYVÄ ENSIMUROKE 1-3V;FI
33257;NESTLE ALFARE HYPOALLERGEENINEN ÄIDINMAIDONKORVIKE, VALMISTETTU JAUHEESTA;FI
33258;MUKSU RUKIINEN TÄYSJYVÄPUUROJAUHE 1-3 V;FI
33262;SEMPER ECO RIISIPUUROJAUHE 4 KK;FI
33264;VIILI, KERROSVIILI, RASVAA 1 %, LAKTOOSITON, OSITTAIN KEINOTEKOISESTI MAKEUTETTU;FI
33265;PÄHKINÄ, CASHEWPÄHKINÄ, SUKLAAKUORRUTUS;FI
33266;PÄHKINÄ, CASHEWPÄHKINÄ, JOGURTTIKUORRUTUS;FI
33267;BANAANILASTU, KUIVATTU BANAANI, JOGURTTIKUORRUTUS;FI
33268;ANANAS, KUIVATTU, JOGURTTIKUORRUTUS;FI
33269;OMENALASTU;FI
33272;VÄLIPALAPATUKKA, MUROPATUKKA, KELLOGG´S COCO POPS ROCKS, TÄYDENNETTY;FI
33280;JOGURTTI, MAUSTETTU, RASVAA 2 %, LAKTOOSITON, D-VIT 1 UG;FI
33283;JOGURTTI, MAUSTETTU, BULGARIAN, SITRUUNA, RASVAA 3,1 %, VL;FI
33284;JOGURTTI, MAUSTAMATON, RASVATON, LAKTOOSITON, D-VIT 1 UG;FI
33289;SEMPER ECO SPELTTIPUUROJAUHE 6 KK;FI
33295;JOGURTTI, MAUSTAMATON, A+, RASVATON, VL, D-VIT 1 UG;FI
33298;JOGURTTI, LUONNONJOGURTTI JA MARJAMYSLI, A+, RASVAA 3,5 %, VL, D-VIT 1 UG;FI
33300;SEMPER MIETO KAURA-MAISSIVELLIJAUHE 6 KK;FI
33304;URHEILUJUOMATIIVISTE, HIILIHYDRAATTIJUOMA, DEXAL HEAVY, LAIMENNETTU;FI
33305;URHEILUJUOMATIIVISTE, HIILIHYDRAATTIJUOMA, DEXAL LIGHT, LAIMENNETTU;FI
33306;URHEILUJUOMA, HIILIHYDRAATTIJUOMA, DEXAL RTD;FI
33314;SEMPER MIETO HEDELMÄINEN TÄYSJYVÄPUUROJAUHE 8 KK;FI
33317;URHEILUJUOMATIIVISTE, HIILIHYDRAATTIJUOMA, DEXAL LIGHT;FI
33319;TUONTIKALA, VAALEA, PANGASIUS/TILAPIA/HOKI, KESKIARVO;FI
33320;TUONTIKALA, VAALEA, KEITETTY, PANGASIUS/TILAPIA/HOKI, KESKIARVO;FI
33323;URHEILUJUOMATIIVISTE, HIILIHYDRAATTIJUOMA, DEXAL HEAVY;FI
33334;URHEILUJUOMA, PROTEIINIJUOMA, PRO FX ZERO CARB;FI
33336;RAHKA, PROFEEL COTTIFRUTTI, RASVATON, VL, KUITUA, KEINOTEKOISESTI MAKEUTETTU;FI
33337;TUONTIKALA, VAALEA, UUNISSA PAISTETTU PANGASIUS/TILAPIA/HOKI, KESKIARVO;FI
33338;URHEILUJUOMA, HIILIHYDRAATTIJUOMA, LEADER CARBO ENERGY;FI
33339;BROILERIFILEE, HUNAJAMARINADI, RAAKA;FI
33341;RAHKA, KERROSRAHKA, VALIO VANILLA, RASVAA 2,5 %, LAKTOOSITON, EI D-VITAMIINIA;FI
33342;RAHKA, RAHKAVAAHTO, VALIO VANILLA, RASVAA 4,5 %, LAKTOOSITON, EI D-VITAMIINIA;FI
33343;URHEILUJUOMA, PROTEIINIJUOMA, LEADER PROTEIN 40;FI
33344;RAHKA, VÄLIPALARAHKA, VALIO, RASVAA 2,9 %, VL, EI LISÄTTY D-VITAMIINIA;FI
33351;VIILI, VANILJA JA TUMMA SUKLAA-KARPALOMYSLI, RASVAA 2 %, VALIO, LAKTOOSITON;FI
33356;JOGURTTI, MAUSTETTU, ACTIVIA, RASVAA 3 %, VL, PROBIOOTTEJA;FI
33357;KAHVI, MURUKAHVI, PIKAKAHVI, VALMISTAMATON;FI
33360;URHEILUJUOMA, PROTEIINI-HIILIHYDRAATTIJUOMA, PRO FX RECOVERY;FI
33367;URHEILUJUOMA, PROTEIINI-HIILIHYDRAATTIJUOMA, LEADER RECOVERY;FI
33372;URHEILUJUOMA, PROTEIINI-HIILIHYDRAATTIJUOMA, TUOTEKESKIARVO;FI
33375;URHEILUJUOMA, HIILIHYDRAATTIJUOMA, TUOTEKESKIARVO;FI
33376;URHEILUJUOMA, PROTEIINIJUOMA, TUOTEKESKIARVO;FI
33382;LOHI, LÄMMINSAVUSTETTU;FI
33395;PERUNASOSEJAUHE, VALMISTAMATON, RAINBOW;FI
33396;PERUNASOSEJAUHE, VALMISTAMATON, PIRKKA/FELIX;FI
33397;PERUNASOSEJAUHE, VALMISTAMATON, ELDORADO;FI
33403;ATERIANKORVIKE, PROTEIINIPATUKKA, 54 % PROTEIINIA, MAXIM;FI
33404;RAHKA, MAUSTETTU, DANIO, RASVAA 3 %, EI LISÄTTY D-VITAMIINIA;FI
33405;RAHKA, MAUSTETTU, DANIO STRACCIATELLA, RASVAA 4,5 %, EI LISÄTTY D-VITAMIINIA;FI
33407;JOGURTTI, MAUSTETTU JOGURTTI JA MYSLI, DANIO, RASVAA 4,3 %;FI
33408;SIIKA, LÄMMINSAVUSTETTU;FI
33409;KIRJOLOHIFILEE, KYLMÄSAVUSTETTU;FI
33410;JOGURTTI, MAUSTETTU, RASVAA 2 %;FI
33412;JOGURTTI, MAUSTAMATON, SOKEROITU, GREGO, RASVAA 10 %;FI
33413;JOGURTTI, MAUSTETTU, GREGO, RASVAA 8 %;FI
33414;KIRJOLOHIFILEE, LÄMMINSAVUSTETTU;FI
33415;KALA, LÄMMINSAVUSTETTU, KESKIARVO;FI
33417;JOGURTTI, MAUSTETTU, LUONTO+, RASVATON, VL, D-VIT 1 UG +A&E, KUITUA,PROBIOOTTEJA;FI
33419;KIRJOLOHIFILEE;FI
33420;LOHIFILEE, KYLMÄSAVUSTETTU;FI
33424;MAKRILLI, SAVUSTETTU;FI
33428;KAHVIJUOMA, MURUKAHVI, PIKAKAHVI, KEITETTY;FI
33432;MAKEINEN, VOHVELIA JA SUKLAATA, SUFFELI, FAZER;FI
33433;BASILIKA, KUIVATTU;FI
33436;RUUSUNMARJA, KUIVATTU;FI
